Petition,URL,State,Signatures Count
Debate giving the British electorate an in / out referendum on TTIP,https://petition.parliament.uk/archived/petitions/128599,closed,3214
make it  compulsory  to  neuter  after  1st litter  in dogs,https://petition.parliament.uk/archived/petitions/128601,closed,49
Give ALL Uni Students EQUAL opportunity for same amount of living grant (loan),https://petition.parliament.uk/archived/petitions/128618,closed,42
In the event of exit from the European Union a general election should be called,https://petition.parliament.uk/archived/petitions/128620,closed,526
Outlaw mobile safety cameras or prove they improve road safety,https://petition.parliament.uk/archived/petitions/128622,closed,68
Make it illegal for schools to lock toilets during lesson times and break times,https://petition.parliament.uk/archived/petitions/128623,closed,40
Hold a debate concerning change in the financing of the Royal Family,https://petition.parliament.uk/archived/petitions/128629,closed,78
Allow everyone working (self employed or employed) to claim travel expenses.,https://petition.parliament.uk/archived/petitions/128631,closed,9
Require a by-election if rules on election expenses are broken,https://petition.parliament.uk/archived/petitions/128632,closed,2846
Ensure Knowsley students have the opportunity to take A-Levels,https://petition.parliament.uk/archived/petitions/128640,closed,423
23rd April to become Prince George of Cambridge’s Official birthday,https://petition.parliament.uk/archived/petitions/128641,closed,43
The U.K. To exit Europe and start its own trade federation.,https://petition.parliament.uk/archived/petitions/128645,closed,28
Lifetime Driving Ban If You Are Found Guilty Of Killing Someone Whilst Driving.,https://petition.parliament.uk/archived/petitions/128648,closed,385
Parliament to make 24th June a  public bank holiday if the UK vote to leave EU,https://petition.parliament.uk/archived/petitions/128651,closed,194
Allow shotgun certificate holders of ages 15+ to purchase their own firearms.,https://petition.parliament.uk/archived/petitions/128654,closed,10
Change the title of the Ministry of Defence to the Ministry of Attack,https://petition.parliament.uk/archived/petitions/128656,closed,13
Provide information about the EU referendum on 23 June in British Sign Language.,https://petition.parliament.uk/archived/petitions/128662,closed,1554
Funding for youth clubs in poorer constituencies to help lessen crime rates.,https://petition.parliament.uk/archived/petitions/128665,closed,71
Stop Criminalizing/Banning U.K Drivers For Smoking Cannabis Days Before Driving.,https://petition.parliament.uk/archived/petitions/128682,closed,68
Ban Marine Le Pen from entering the UK,https://petition.parliament.uk/archived/petitions/128694,closed,9
Provide the Queen and Country with a New Royal Yacht,https://petition.parliament.uk/archived/petitions/128699,closed,52
"Lower university fees down to £3,000",https://petition.parliament.uk/archived/petitions/128710,closed,72096
Consider taking EDM660 forward into law,https://petition.parliament.uk/archived/petitions/128726,closed,2493
Give legal recognition to Humanist marriages across the UK,https://petition.parliament.uk/archived/petitions/128729,closed,127
"Make it so that gender segregation, within P.E at school, is no longer allowed.",https://petition.parliament.uk/archived/petitions/128736,closed,15
Reinstate maintenance grants for English Students in line with rest of UK.,https://petition.parliament.uk/archived/petitions/128740,closed,310
Evaluate health outcomes from a pilot of the new junior doctor contracts,https://petition.parliament.uk/archived/petitions/128742,closed,134
We want a referendum to be held on English membership of the United kingdom.,https://petition.parliament.uk/archived/petitions/128746,closed,11
Reduce the ielts score for English born nurses who completed nursing outside EU,https://petition.parliament.uk/archived/petitions/128751,closed,179
Change war pension deductions to benefits,https://petition.parliament.uk/archived/petitions/128759,closed,83
Recognition of the Armenian Genocide,https://petition.parliament.uk/archived/petitions/128761,closed,62
Make consumer debt statute barred after 4 not 6 years.,https://petition.parliament.uk/archived/petitions/128770,closed,35
The government and DWP  to recognize cardiac conditions are disability's,https://petition.parliament.uk/archived/petitions/128773,closed,5170
Sufferers of rare cancers to have free access to new cutting edge treatments,https://petition.parliament.uk/archived/petitions/128777,closed,746
"Petition, Allow MARINE LE PEN into the U.K. to give her Views On British Brexit.",https://petition.parliament.uk/archived/petitions/128778,closed,110
Save the Environment Land Based Science (ELBS) GCSE from ending in 2018.,https://petition.parliament.uk/archived/petitions/128779,closed,374
Cruelty over Chinese dog meat festival should be raised with the Chinese gov,https://petition.parliament.uk/archived/petitions/128784,closed,597
Give chimmy a visitors visa so she can visit her mum before she dies.,https://petition.parliament.uk/archived/petitions/128786,closed,681
Invest in cleaning up and preventing the pollution in the River Thames,https://petition.parliament.uk/archived/petitions/128791,closed,34
Make schools provide more support for left handed children learning to write,https://petition.parliament.uk/archived/petitions/128792,closed,24
Amend the immigration bill to allow 3000 lone child refugees to enter the UK,https://petition.parliament.uk/archived/petitions/128795,closed,12858
Hold a referendum on Abolishing the Welsh Assembly,https://petition.parliament.uk/archived/petitions/128799,closed,29
Hold referendum on whether country agrees with way government is managing NHS,https://petition.parliament.uk/archived/petitions/128806,closed,4832
lower the minimum working age to 12 years old,https://petition.parliament.uk/archived/petitions/128814,closed,20
End the Junior Doctor dispute by maintaining a 5-day non-emergency care service.,https://petition.parliament.uk/archived/petitions/128825,closed,165
Increase refuge spaces for male survivors of domestic violence,https://petition.parliament.uk/archived/petitions/128829,closed,15
Britain must not turn its back on child refugees in Europe,https://petition.parliament.uk/archived/petitions/128833,closed,93905
Ban diesel fuel! We deserve cleaner air.,https://petition.parliament.uk/archived/petitions/128843,closed,23
Remove hereditary peers from the House of Lords,https://petition.parliament.uk/archived/petitions/128845,closed,33
Call on the European Parliament to urge MEPs to engage with constituents,https://petition.parliament.uk/archived/petitions/128857,closed,13
"Strip police officers who have falsified statements, of their Police Pension.",https://petition.parliament.uk/archived/petitions/128859,closed,23
"Stop volunteers doing mock interviews in schools, use paid Career Coaches",https://petition.parliament.uk/archived/petitions/128864,closed,8
Restrict the maximum working hours of NHS staff to avoid mistakes being made.,https://petition.parliament.uk/archived/petitions/128886,closed,16
Discuss a possible free trade area with the rest of the Commonwealth of Nations.,https://petition.parliament.uk/archived/petitions/128911,closed,122
Hillsborough families compensated in full for 27 years of legal fees.,https://petition.parliament.uk/archived/petitions/128921,closed,19
Remove VAT on investment silver coins and bars.,https://petition.parliament.uk/archived/petitions/128929,closed,31
Child Benefit to be taxed based on household income and not one parents salary,https://petition.parliament.uk/archived/petitions/128939,closed,372
Establish an inquiry into Community and District Hospital Services in Devon,https://petition.parliament.uk/archived/petitions/128944,closed,355
Regulate Service Charges for flats/houses leaseholders and freeholders,https://petition.parliament.uk/archived/petitions/128946,closed,45
"Enforce the Consumer Rights Act to protect music, arts and sport fans from touts",https://petition.parliament.uk/archived/petitions/128969,closed,83220
